source,date,title,drug_tags,content_tags,cancer_tags,blog_url,blog_views,blog_likes,blog_comments,cafe_url,cafe_comments,cafe_views,match_confidence,total_comments,persona_myungsoon,persona_suksuja,persona_yeonok
blog+cafe,2021. 10. 16.,"[총괄] 암 재발을 막는 방법(방사선, 수술 후 암 전이를 막는것 포함)",,,,https://blog.naver.com/grsanga/222538628464,62,6.0,2,https://cafe.naver.com/friendsofhippocrates/11451,27,608,고신뢰,29,0,5,1.0
blog+cafe,2021. 10. 16.,암 줄기세포 억제제 요약편,,총정리,,https://blog.naver.com/grsanga/222538578175,615,6.0,15,https://cafe.naver.com/friendsofhippocrates/11603,9,285,저신뢰,24,2,8,1.0
blog+cafe,2021. 10. 16.,구충 항암 요법은 어떻게 하나요?,펜벤다졸,,,https://blog.naver.com/grsanga/222538548239,100,10.0,0,https://cafe.naver.com/friendsofhippocrates/13215,42,2222,고신뢰,42,0,5,2.0
cafe_only,2025.02.15.,"이트라코나졸, 항진균제이면서 용도변경된 항암제, 수년간의 자료를 요약했습니다",이트라코나졸,,,,,,,https://cafe.naver.com/friendsofhippocrates/19271,22,409,,22,0,6,0.0
cafe_only,2024.12.03.,암은 무엇인가? 원인은? 해결책은 무엇인가? 마크 린턴의 책을 통으로 요약했습니다.,,,,,,,,https://cafe.naver.com/friendsofhippocrates/19103,21,588,,21,1,6,0.0
cafe_only,2024.11.08.,"온 우주가 나서서 ""그대""를 돕고 있습니다 ; 산하님 수수",,,,,,,,https://cafe.naver.com/friendsofhippocrates/19033,12,174,,12,0,4,0.0
cafe_only,2024.11.01.,암세포를 죽이는 약물들 : 주로 대체 항암제로 쓰일수 있는 약물들 목록과 그 특징,,,,,,,,https://cafe.naver.com/friendsofhippocrates/19010,19,391,,19,0,6,0.0
cafe_only,2024.10.16.,푸들 16세 암으로 의심되는 골프공만한 종괴의 치료 경과,,,,,,,,https://cafe.naver.com/friendsofhippocrates/18968,13,442,,13,0,5,0.0
cafe_only,2024.10.14.,암에서 DNA 이론을 능가하는 미토콘드리아-줄기세포 연결 이론은 완성도가 높을까? 부족한것은 무엇일까? [꿈많은사람님이 올리신 글에 대한 반론입니다],,,,,,,,https://cafe.naver.com/friendsofhippocrates/18960,14,217,,14,0,4,0.0
cafe_only,2024.08.26.,"암에 관한 기본적인 개념잡기, 잘못된 이론, 의심스러운 과학, 출발이 좋아야 답을 찾을수 있지 않을까요!",,,,,,,,https://cafe.naver.com/friendsofhippocrates/18811,6,136,,6,0,3,0.0
cafe_only,2024.08.24.,산하님 아들! 정여민군 근황^^ 너무나 잘 컸네요~,,,,,,,,https://cafe.naver.com/friendsofhippocrates/18807,7,196,,7,0,3,0.0
cafe_only,2024.05.30.,암 해결방법? 마크 린턴이 제안하는 암의 기원. 세포 억제 이론. 곰팡이(Fungi) 마이크로바이오옴,,장내미생물,,,,,,https://cafe.naver.com/friendsofhippocrates/18538,18,161,,18,-1,5,1.0
cafe_only,2024.05.03.,이버멕틴. 항암효과.어디가 끝일까?,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/18417,23,641,,23,1,7,0.0
cafe_only,2024.03.22.,"마이크로바이오옴 : 대장암 간전이, 복막 전이에 관련된 장내미생물 : 방사선, 화학요법 치료, 면역관문차단제 치료와도 관련이 있습니다.",,장내미생물|면역,대장암|간암,,,,,https://cafe.naver.com/friendsofhippocrates/18275,19,173,,19,-1,5,2.0
cafe_only,2024.02.29.,"암 치료는 정말 정말 이분과 같은 생각으로 하셔야 합니다^^[췌장암 치병 일기] 유튜버, 암까페 회원이신 뿔난토끼님 부군!",,,췌장암,,,,,https://cafe.naver.com/friendsofhippocrates/18215,14,494,,14,0,5,0.0
cafe_only,2023.09.15.,"트립토판 보충제, 많이들 복용하시나요? 세로토닌과 멜라토닌을 만드는 트립토판의 장단점을 알려드립니다.",멜라토닌,,,,,,,https://cafe.naver.com/friendsofhippocrates/17662,16,205,,16,0,5,0.0
cafe_only,2023.08.05.,콜레스테롤과 LDL-C 관리. 낮은 콜레스테롤은 일부 암의 원인이기도 한데 적절한 수치는???,,,,,,,,https://cafe.naver.com/friendsofhippocrates/17481,5,158,,5,0,3,0.0
cafe_only,2023.06.22.,"책소개 : 암을 굶기는 치료법 + 페롭토시스 Ferroptosis - Jane McLelland, 옮긴이 홍수진/하태국",,,,,,,,https://cafe.naver.com/friendsofhippocrates/17284,9,205,,9,0,3,0.0
cafe_only,2023.06.13.,구충제로 19년 신장암 완치되었습니다 : 항암 프로토콜과 후기를 요약 정리했습니다.,,프로토콜,,,,,,https://cafe.naver.com/friendsofhippocrates/17253,17,732,,17,3,9,0.0
cafe_only,2023.05.14.,주말은 텃밭과 함께~ 오늘 핀 꽃,,,,,,,,https://cafe.naver.com/friendsofhippocrates/17130,30,141,,30,0,5,0.0
cafe_only,2023.05.12.,과분한 선물을 받았습니다 ㅠ,,,,,,,,https://cafe.naver.com/friendsofhippocrates/17120,72,439,,72,0,6,0.0
cafe_only,2023.05.12.,췌장암을 극복중인 분의 소중한 이야기,,,췌장암,,,,,https://cafe.naver.com/friendsofhippocrates/17114,10,304,,10,0,5,0.0
cafe_only,2023.04.29.,마음의 온도는 몇도일까요? 산하님 아들 정여민 시인이 또 나를 울리네요ㅠ,,,,,,,,https://cafe.naver.com/friendsofhippocrates/17055,16,201,,16,0,5,0.0
cafe_only,2023.02.17.,이버멕틴이 종양 전이를 억제할수 있다는 연구. 세포 성장에 영향을 미치지 않는 농도에서 세포 운동성과 종양 전이를 억제한다는...,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/16742,11,311,,11,0,5,0.0
cafe_only,2023.02.02.,이버멕틴은 면역 강화를 위해 Bifidobacteria를 공급합니다. Covid-19에 이버멕틴을 사용한 연구인데 장내미생물과 면역과 관련이 있습니다.,이버멕틴,장내미생물|면역,,,,,,https://cafe.naver.com/friendsofhippocrates/16673,13,194,,13,-1,4,2.0
cafe_only,2023.01.28.,"췌장암, 전립선암에 효과가 있는 당뇨약 직듀오 서방정, 포시가정을 아시나요?",,,췌장암|전립선암,,,,,https://cafe.naver.com/friendsofhippocrates/16641,14,255,,14,0,4,0.0
cafe_only,2022.09.16.,"니클로사미드의 항암작용 총정리편. 특허, 임상, 각종 암에 대한 작용기전, 관련된 논문",니클로사미드,논문요약|책요약|총정리|특허,,,,,,https://cafe.naver.com/friendsofhippocrates/16081,18,367,,18,-1,7,7.0
cafe_only,2022.09.08.,"니클로사미드의 특허내용 요약 : 암도 억제, 전이도 억제 팔방미남 Niclosamide",니클로사미드,특허,,,,,,https://cafe.naver.com/friendsofhippocrates/16050,17,400,,17,0,6,2.0
cafe_only,2022.09.07.,국내 약국과 병의원 등 국내에서 알아보시면 되는 항암 대사 약물들,,,,,,,,https://cafe.naver.com/friendsofhippocrates/16046,26,642,,26,1,7,0.0
cafe_only,2022.09.02.,이버멕틴과 비결핵항산성균 치료에 관한 정보,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/16022,15,366,,15,0,6,0.0
cafe_only,2022.08.09.,"이버멕틴의 부작용에 관한 내용, 암 치료를 위한 용량은?",이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/15881,38,823,,38,1,7,0.0
cafe_only,2022.08.05.,면역 강화~ 잘못하면 암이 더 커집니다~ 암환자들은 면역조절제가 필요합니다^^,,면역,,,,,,https://cafe.naver.com/friendsofhippocrates/15861,18,494,,18,0,6,1.0
cafe_only,2022.07.06.,암 환자는 류신 보충제를 먹어야 할까요? 아미노산은 과연 보충해야만 하는가?,,,,,,,,https://cafe.naver.com/friendsofhippocrates/15679,26,216,,26,0,5,0.0
cafe_only,2022.05.31.,"무지개 면역요법 프로토콜 요약 정리본 : 항암을 위한 각종 치료와 약물, 방향을 정립해 줍니다.",,프로토콜|면역,,,,,,https://cafe.naver.com/friendsofhippocrates/15493,14,469,,14,2,7,1.0
cafe_only,2022.05.20.,비아그라의 항암작용에 관한 소개를 보며 용도변경된 약들의 현황과 향후 방향은?,,,,,,,,https://cafe.naver.com/friendsofhippocrates/15432,13,239,,13,0,4,0.0
cafe_only,2022.05.18.,[해외컨퍼런스] Metabolic Health Summit 2022 ( 신진대사 건강에 관한 국제 과학 회의) 몽골인의 식단 : 암 치료에는 케토제닉 다이어트,,식이요법,,,,,,https://cafe.naver.com/friendsofhippocrates/15419,9,81,,9,0,3,0.0
cafe_only,2022.05.16.,터키 논문 사례 발표 - 45세의 폐경기 전 여성 T4N3M1 유방암 4기 - 대사 지원 항암 화학 요법 (MSCT)과 새로운 대사 요법(novel metabolic therapy),,논문요약,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/15404,15,151,,15,-1,5,3.0
cafe_only,2022.05.13.,"항암제로서의 피퍼롱구민, 해외호전사례에 종종 등장하는 피페롱구민, 파이페롱구민, Piperlongumine",,해외호전사례,,,,,,https://cafe.naver.com/friendsofhippocrates/15384,6,97,,6,3,5,-1.0
cafe_only,2022.05.02.,"현재 임상 개발중인 암 면역 요법을 위한 WNT 억제제 : 니클로사미드, 쎄레콕시브, 아르테수네이트",아르테미시닌|니클로사미드,면역,,,,,,https://cafe.naver.com/friendsofhippocrates/15317,15,362,,15,0,6,1.0
cafe_only,2022.04.30.,아스피린에 대한 가이드라인 : 꿈님이 올리신 글에 대한 아스피린 정리 글,,,,,,,,https://cafe.naver.com/friendsofhippocrates/15303,6,192,,6,0,3,0.0
cafe_only,2022.04.28.,약물 순환 : 각종 경로로 투여된 약물의 혈관 순환 경로 : 약물의 흡수 : 부제=항문으로 약을 넣으면 어디로 갈까?,,,,,,,,https://cafe.naver.com/friendsofhippocrates/15293,9,184,,9,0,3,0.0
cafe_only,2022.04.25.,리포조말 비타민C를 먹으면 안된다??? 밑에 글에 논란이 있어 비타민C 항암에 관한 내용을 다시 정리해서 소환합니다.,비타민C,,,,,,,https://cafe.naver.com/friendsofhippocrates/15271,23,460,,23,0,6,0.0
cafe_only,2022.04.15.,"부인과 악성 종양 (자궁경부암, 자궁암, 질암, 외음부암)의 대체약물 치료에 관하여",,,자궁암,,,,,https://cafe.naver.com/friendsofhippocrates/15220,9,327,,9,0,4,0.0
cafe_only,2022.04.08.,항암 혹은 예방의 요건중에 중요하다 생각되는 사항과 관련 뉴스,,,,,,,,https://cafe.naver.com/friendsofhippocrates/15167,6,131,,6,0,3,0.0
cafe_only,2022.03.31.,암세포의 먹이로 알려진 포도당에 대한 진실,,,,,,,,https://cafe.naver.com/friendsofhippocrates/15092,39,828,,39,1,7,0.0
cafe_only,2022.03.29.,"암 치료에 도움이 되는 사이트. 대체약물, 구충제를 비롯한 각종 정보가 있는 곳입니다.",,,,,,,,https://cafe.naver.com/friendsofhippocrates/15078,16,358,,16,0,6,0.0
cafe_only,2022.02.12.,암 치료 개선에 효과 있는 용도 변경된 약들의 현황과 향후 방향,,,,,,,,https://cafe.naver.com/friendsofhippocrates/14712,18,396,,18,0,6,0.0
cafe_only,2022.02.06.,암 줄기세포를 비가역적으로 활성을 죽여버리면 종양사멸을 이룰수 있다,,,,,,,,https://cafe.naver.com/friendsofhippocrates/14665,14,390,,14,0,5,0.0
cafe_only,2022.02.04.,"암 줄기 세포를 표적으로 하는 ""빅 5"" 파이토케미컬",,,,,,,,https://cafe.naver.com/friendsofhippocrates/14656,20,398,,20,0,6,0.0
cafe_only,2021.12.21.,이트라코나졸 항암 용량은 얼마가 적절할까?,이트라코나졸,,,,,,,https://cafe.naver.com/friendsofhippocrates/14315,15,397,,15,0,6,0.0
cafe_only,2021.12.20.,장내미생물과 뇌 기능 : 암 치료에 중요한 이유,,장내미생물,,,,,,https://cafe.naver.com/friendsofhippocrates/14304,30,383,,30,-1,6,1.0
cafe_only,2021.12.18.,"CBD와 CBG의 차이에 대하여, 암 치료에 무엇이 좋을까?",CBD,,,,,,,https://cafe.naver.com/friendsofhippocrates/14276,28,332,,28,0,6,0.0
cafe_only,2021.12.16.,"입속, 구강내 세균이 매우 중요한 이유...",,,,,,,,https://cafe.naver.com/friendsofhippocrates/14254,24,663,,24,1,7,0.0
cafe_only,2021.11.24.,방사선이나 수술을 앞둔 분들은 꼭 보시기 바랍니다.,,,,,,,,https://cafe.naver.com/friendsofhippocrates/14036,18,644,,18,1,7,0.0
cafe_only,2021.11.11.,해외 사례 재정리 : 교모세포종,,,뇌종양,,,,,https://cafe.naver.com/friendsofhippocrates/13955,13,190,,13,0,4,0.0
cafe_only,2021.10.02.,자가포식억제제와 유도제. 클로로퀸과 이버멕틴,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/13651,20,777,,20,1,7,0.0
cafe_only,2021.09.27.,항암대체요법을 할때 맨 먼저 보셔야할 내용들,,,,,,,,https://cafe.naver.com/friendsofhippocrates/13600,16,445,,16,0,6,0.0
cafe_only,2021.09.10.,이버멕틴 고용량 장기복용에 관한 자료,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/13453,33,931,,33,1,8,0.0
cafe_only,2021.08.31.,아토바쿠온,,,,,,,,https://cafe.naver.com/friendsofhippocrates/13369,20,272,,20,0,5,0.0
cafe_only,2021.08.17.,이버멕틴에 대해 말들이 많군요. 이버멕틴에 대한 최신 정보를 보시죠,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/13248,32,873,,32,1,7,0.0
cafe_only,2021.08.03.,대장암 치료를 위한 정보 모음 : 업그레이드편입니다,,,대장암,,,,,https://cafe.naver.com/friendsofhippocrates/13125,11,270,,11,0,4,0.0
cafe_only,2021.07.07.,인간이 스스로 생산해 내는 칸나비노이드 : anadamide,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12778,24,331,,24,0,6,0.0
cafe_only,2021.07.03.,퀴즈 정답 선물 받았어요^^ 나이야가라님 감사합니다^^,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12737,28,271,,28,0,5,0.0
cafe_only,2021.07.01.,CBD 오일에 대한 모든 것. 칸나비디올 cannabidiol,CBD,,,,,,,https://cafe.naver.com/friendsofhippocrates/12717,21,402,,21,0,6,0.0
cafe_only,2021.06.22.,"암을 고치는 옻 2번째. 각종 암에 옻의 함암효과, 세포실험, 한약처방",,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/12627,21,429,,21,-1,6,3.0
cafe_only,2021.06.19.,암을 고치는 옻 : 각종 암에 옻을 사용한 사례보고서,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12599,39,529,,39,1,6,0.0
cafe_only,2021.06.17.,유방암 수술 전 화학 요법은 전이를 촉진한다,,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/12581,8,224,,8,0,3,0.0
cafe_only,2021.06.17.,잠자는 암을 죽일수 있다면...암 휴면의 위험,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12579,5,397,,5,0,4,0.0
cafe_only,2021.06.15.,유방암 수술 전후 재발과 전이 방지-다른 암들도 마찬가지^^,,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/12549,14,397,,14,0,5,0.0
cafe_only,2021.06.14.,페노피브레이트. 리피딜의 항암 효과. 중성지방에 관심을^^,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12533,3,133,,3,0,2,0.0
cafe_only,2021.06.10.,스트레스를 받은 호중구는 종양의 알람 시계입니다,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12472,6,271,,6,0,3,0.0
cafe_only,2021.06.09.,5편. 메틸 글리옥살의 항암 실전 사용법,,책요약|프로토콜,,,,,,https://cafe.naver.com/friendsofhippocrates/12455,16,131,,16,1,7,2.0
cafe_only,2021.06.08.,4편 메틸 글리옥살의 항암 기전,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12443,6,80,,6,0,3,0.0
cafe_only,2021.06.08.,췌장암 치료 정말 방법이 없을까요???,,,췌장암,,,,,https://cafe.naver.com/friendsofhippocrates/12433,12,581,,12,1,5,0.0
cafe_only,2021.06.07.,3편 메틸 글리옥살의 항암 효과와 그 역사,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12426,7,114,,7,0,3,0.0
cafe_only,2021.06.05.,마누카꿀 : 메틸 글리옥살=획기적인 항암제?,,,,,,,,https://cafe.naver.com/friendsofhippocrates/12390,13,199,,13,0,4,0.0
cafe_only,2021.05.22.,전이성 전립선암에 펜벤다졸과 알벤다졸의 항암 효과,펜벤다졸|알벤다졸,,전립선암,,,,,https://cafe.naver.com/friendsofhippocrates/12195,9,346,,9,0,4,0.0
cafe_only,2021.05.14.,꿈많은 사람님 마이크로바이오옴 관련 논문 중 일부,,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/12080,3,132,,3,-1,2,3.0
cafe_only,2021.05.10.,고지혈증약 스타틴의 항암제로 용도변경,스타틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/12015,14,370,,14,0,5,0.0
cafe_only,2021.04.28.,항암 대체약물들 총정리 2편 repurposing drugs,,총정리,,,,,,https://cafe.naver.com/friendsofhippocrates/11822,23,289,,23,1,6,0.0
cafe_only,2021.04.21.,항암 대체 약물들 총정리-항기생충약,,총정리,,,,,,https://cafe.naver.com/friendsofhippocrates/11727,47,1750,,47,4,9,0.0
cafe_only,2021.04.16.,탈리도마이드 = 의료 재해에서 기적적인 암 치료까지,탈리도마이드,,,,,,,https://cafe.naver.com/friendsofhippocrates/11657,18,262,,18,0,5,0.0
cafe_only,2021.04.12.,EGCG 에피갈로 카테킨-3-갈레이트 and Cancer,EGCG,,,,,,,https://cafe.naver.com/friendsofhippocrates/11601,16,149,,16,0,5,0.0
cafe_only,2021.03.29.,DNA 복제 속도를 조절하여 암을 죽이는 방법,,,,,,,,https://cafe.naver.com/friendsofhippocrates/11390,23,307,,23,0,6,0.0
cafe_only,2021.03.25.,암의 특징과 종양미세환경,,,,,,,,https://cafe.naver.com/friendsofhippocrates/11308,12,183,,12,0,4,0.0
cafe_only,2021.03.25.,암은 전염병이 아닙니다.,,,,,,,,https://cafe.naver.com/friendsofhippocrates/11305,25,462,,25,0,6,0.0
cafe_only,2021.03.20.,촌로님처럼 트립토판 보충제 혹시 드시나요?,,,,,,,,https://cafe.naver.com/friendsofhippocrates/11218,14,286,,14,0,4,0.0
cafe_only,2021.03.19.,스트레스로 인한 암 진행을 막는 심장약-프로프라놀올(=인데놀),,,,,,,,https://cafe.naver.com/friendsofhippocrates/11206,17,294,,17,0,5,0.0
cafe_only,2021.03.16.,이버멕틴 부작용 종합과 고용량 안정성에 관한 자료,이버멕틴,총정리,,,,,,https://cafe.naver.com/friendsofhippocrates/11162,43,808,,43,2,8,0.0
cafe_only,2021.03.11.,인간 교모세포종에 니클로사미드와 테모졸로미드의 결합 효과,니클로사미드,,뇌종양,,,,,https://cafe.naver.com/friendsofhippocrates/11095,16,279,,16,0,5,0.0
cafe_only,2021.03.08.,알려진 모든 암의 특징은 NF-κB 활성화와 관련이 있다,,,,,,,,https://cafe.naver.com/friendsofhippocrates/11029,8,314,,8,0,4,0.0
cafe_only,2021.03.04.,암의 전이를 억제하는 약-엑소좀 억제제,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10961,14,342,,14,0,5,0.0
cafe_only,2021.02.23.,탈리도마이드는 진행성 간세포 암종의 완전한 관해를 유도합니다,탈리도마이드,,,,,,,https://cafe.naver.com/friendsofhippocrates/10789,9,272,,9,0,3,0.0
cafe_only,2021.02.22.,간암에 커큐민과 총진세노사이드의 항암 효과,커큐민,,간암,,,,,https://cafe.naver.com/friendsofhippocrates/10773,18,278,,18,0,5,0.0
cafe_only,2021.02.15.,글루타민 분해 표적화,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10651,14,264,,14,0,4,0.0
cafe_only,2021.02.13.,악액질에 대한 잠재적 해결책 : 글루타미노 분해 억제제,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10623,13,293,,13,0,4,0.0
cafe_only,2021.02.13.,암을 없애는 방법은?,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10621,12,480,,12,0,5,0.0
cafe_only,2021.02.08.,니클로사미드의 각종 암에 대한 효과-다시 정리했습니다,니클로사미드,,,,,,,https://cafe.naver.com/friendsofhippocrates/10527,15,708,,15,1,7,0.0
cafe_only,2021.02.07.,메트포르민-난소암에서 더 나은 생존율과 관련이 있다,메트포르민,,난소암,,,,,https://cafe.naver.com/friendsofhippocrates/10518,8,226,,8,0,3,0.0
cafe_only,2021.02.01.,피르비늄 복용할때 Tip,피르비늄,,,,,,,https://cafe.naver.com/friendsofhippocrates/10450,23,703,,23,1,7,0.0
cafe_only,2021.01.30.,두 경부 편평 세포암 (HNSCC). 비 인두암도 같이 보시면 됩니다.,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10421,40,323,,40,0,6,0.0
cafe_only,2021.01.27.,"암 환자의 식욕 촉진, 식이요법, 악액질 대처",,식이요법,,,,,,https://cafe.naver.com/friendsofhippocrates/10383,25,462,,25,0,6,0.0
cafe_only,2021.01.26.,항암제로서의 클로로퀸 및 하이드록시 클로로퀸 CQ. HCQ.,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10376,22,407,,22,0,6,0.0
cafe_only,2021.01.19.,"붕소의 항암효과(전립선, 자궁, ,유방, 폐암 등등)",,,폐암,,,,,https://cafe.naver.com/friendsofhippocrates/10261,20,338,,20,0,6,0.0
cafe_only,2021.01.16.,프라지퀀텔-디스토시드,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10217,27,589,,27,1,6,0.0
cafe_only,2021.01.12.,이버멕틴 투여량 그리고 클로로퀸과의 병용문제,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/10163,5,314,,5,0,4,0.0
cafe_only,2021.01.11.,1년에 CT 몇번 찍으시나요???,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10145,7,358,,7,0,4,0.0
cafe_only,2021.01.10.,비인두 암종과 이버멕틴,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/10136,28,515,,28,1,6,0.0
cafe_only,2021.01.05.,이버멕틴은 covid-19 사망률을 낮춘다-미국 의사들이 임상을 했군요,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/10068,28,617,,28,1,7,0.0
cafe_only,2021.01.04.,갑상선기능저하증에는 아쉬아간다 복용하지 마세요,,,,,,,,https://cafe.naver.com/friendsofhippocrates/10040,2,252,,2,0,2,0.0
cafe_only,2021.01.03.,전립선암 치료를 위한 대체약 정리했습니다.,,,전립선암,,,,,https://cafe.naver.com/friendsofhippocrates/10025,33,346,,33,0,6,0.0
cafe_only,2020.12.31.,대장암치료 대체약 정리했습니다,,,대장암,,,,,https://cafe.naver.com/friendsofhippocrates/9993,45,622,,45,1,7,0.0
cafe_only,2020.12.30.,일반적인 기생충이 전립선의 질병을 감염시키고 촉진시킬 수 있음을 발견,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9986,17,556,,17,1,6,0.0
cafe_only,2020.12.28.,육종암 Chondrosarcoma. 혈관육종 anigiosarcoma 대체치료약물,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9950,8,254,,8,0,3,0.0
cafe_only,2020.12.22.,우벤자임과 효소제제-말콥님 숙제,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9855,29,509,,29,1,6,0.0
cafe_only,2020.12.20.,브라카변이에 대한 대책.,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9812,10,289,,10,0,4,0.0
cafe_only,2020.12.15.,비타민C 복용과 IVC는 선택의 대상이 아닙니다,비타민C,,,,,,,https://cafe.naver.com/friendsofhippocrates/9739,18,750,,18,1,7,0.0
cafe_only,2020.12.13.,입증되지 않았거나 증명되지 않은 암 치료제 목록,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9711,22,655,,22,1,7,0.0
cafe_only,2020.12.12.,피르비늄 용량 물어보신 분???,피르비늄,,,,,,,https://cafe.naver.com/friendsofhippocrates/9692,30,642,,30,1,7,0.0
cafe_only,2020.12.11.,암 줄기세포를 박멸하는 삼중요법 다시 정리해 올립니다,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9677,34,834,,34,1,7,0.0
cafe_only,2020.12.08.,"의사이면서 췌장암 4기 환자 관해 사례 : 파리칼시톨, 하이드록시 클로로퀸",,,췌장암,,,,,https://cafe.naver.com/friendsofhippocrates/9633,28,1082,,28,2,8,0.0
cafe_only,2020.12.07.,"암 치료제 아르테미시닌. 피라맥스(아르테수네이트, 피로나리딘) 각 암종별 효과",아르테미시닌,,,,,,,https://cafe.naver.com/friendsofhippocrates/9606,15,768,,15,1,7,0.0
cafe_only,2020.12.05.,미세기생충이 아니라 기생미생물이다(설금홍 편),,장내미생물,,,,,,https://cafe.naver.com/friendsofhippocrates/9582,28,712,,28,0,7,1.0
cafe_only,2020.12.02.,"피라맥스, 아르테수네이트, 아르테미시닌의 항암효과",아르테미시닌,,,,,,,https://cafe.naver.com/friendsofhippocrates/9544,45,951,,45,1,8,0.0
cafe_only,2020.12.01.,"이버멕틴과 교모세포종, BBB문제로 이버멕틴 사용 고민하시는 분들께",이버멕틴,,뇌종양,,,,,https://cafe.naver.com/friendsofhippocrates/9527,30,574,,30,1,6,0.0
cafe_only,2020.11.30.,순도 99.791% 니클로사마이드 분말 구입-짝퉁일수도 있음,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9505,19,430,,19,0,6,0.0
cafe_only,2020.11.29.,교모세포종에 이버멕틴이 효과가 있다는 연구들,이버멕틴,,뇌종양,,,,,https://cafe.naver.com/friendsofhippocrates/9492,10,446,,10,0,5,0.0
cafe_only,2020.11.27.,이버멕틴의 최고복용량과 부작용. 백혈병에 작용하는 기전,이버멕틴,프로토콜,혈액암,,,,,https://cafe.naver.com/friendsofhippocrates/9448,15,616,,15,3,9,0.0
cafe_only,2020.11.27.,실험동물 용량 환산 똑바로 하십시요 (인간 용량 환산하는 방법),,,,,,,,https://cafe.naver.com/friendsofhippocrates/9435,9,511,,9,1,4,0.0
cafe_only,2020.11.25.,이버멕틴은 유방암에서 종양미세환경을 조절하여 종양 세포의 죽음을 촉진할 수 있다.,이버멕틴,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/9410,14,607,,14,1,6,0.0
cafe_only,2020.11.21.,획기적인 항암제,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9352,21,1056,,21,2,8,0.0
cafe_only,2020.11.18.,알벤다졸이 유방암 및 흑색종 세포주에 미치는 세포 독성 효과,알벤다졸,,유방암|흑색종,,,,,https://cafe.naver.com/friendsofhippocrates/9315,7,417,,7,0,4,0.0
cafe_only,2020.11.14.,"[기사] HER2 과발현 유방암, 위암, 비소세포폐암 등을 타깃으로 하는 임상중인 치료약물 SBT6050",,,유방암|폐암|위암,,,,,https://cafe.naver.com/friendsofhippocrates/9248,5,194,,5,0,3,0.0
cafe_only,2020.11.04.,triphala 트리팔라와 ROS. 산화스트레스로 암 사멸,,,,,,,,https://cafe.naver.com/friendsofhippocrates/9108,18,439,,18,0,6,0.0
cafe_only,2020.11.02.,약용 식물계 '신데렐라'가 유방암 치료에 대한 해답이 될 수있다,,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/9055,6,367,,6,0,4,0.0
cafe_only,2020.10.28.,담관암 Cholangiocarcinoma (CCA),,,담도암,,,,,https://cafe.naver.com/friendsofhippocrates/8977,13,545,,13,1,5,0.0
cafe_only,2020.10.27.,수술 전 후 기간을 잘 활용해야 장기적인 암 결과를 개선한다,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8955,10,396,,10,0,5,0.0
cafe_only,2020.10.26.,인도 생약 Liv 52의 간에 대한 효과.,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8932,24,705,,24,1,7,0.0
